EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	SurrogateLoss	TimestepsSoFar
-0.827699248597	19.4651162791	0.00277532	8.51263	-1.90002978381	-0.0925762921478	-0.0314887	2511
0.179749467547	20.5655737705	0.00130345	8.51053	-0.0870938036249	0.0124692820494	-0.0775729	5020
2.21386344034	22.7545454545	0.00193702	8.50892	-0.0137927949019	0.0641616189013	-0.0304654	7523
5.92999820965	27.5824175824	0.00231956	8.50796	0.0348677192908	0.11084957257	0.0274646	10033
4.56194591992	26.1145833333	0.0024862	8.50677	0.0527420573377	0.135309147462	-0.0540973	12540
6.23361759556	28.8620689655	0.00267119	8.50564	0.0847617492515	0.180139553565	-0.0276755	15051
10.5667259045	35.2253521127	0.00209137	8.50414	0.0849990922306	0.174196373576	-0.118299	17552
17.9676377004	44.0701754386	0.00218082	8.50281	0.115995739121	0.236105415778	-0.00539513	20064
22.6278832139	48.4807692308	0.00215238	8.50154	0.153101944123	0.295010622204	-0.0336855	22585
26.5327806531	57.2272727273	0.001792	8.50015	0.25438388373	0.419106699946	-0.0682402	25103
40.573806759	75.4117647059	0.00200745	8.49902	0.323173721655	0.45597163564	0.0114414	27667
28.5218449818	74.2571428571	0.00210668	8.49801	0.238401833218	0.451754365683	0.000818923	30266
75.1539926907	116.863636364	0.00198691	8.49709	0.437886760311	0.575006291001	-0.0154329	32837
99.6728183432	120.636363636	0.00202165	8.49625	0.402343696314	0.491313076315	-0.00819902	35491
57.4913031882	127.55	0.00136185	8.49519	0.479321577065	0.591018681599	-0.0834452	38042
133.118354566	152.294117647	0.00147297	8.49429	0.564858020304	0.680487599483	0.011409	40631
104.843153753	139.333333333	0.00137172	8.49343	0.539081355709	0.626366773048	-0.0106467	43139
89.5317049998	191.933333333	0.00105934	8.49231	0.648622531667	0.7052575379	-0.101114	46018
137.419901796	175.8	0.00109228	8.49136	0.630795384276	0.671542542758	0.0159011	48655
138.802175748	159.25	0.00129824	8.49066	0.700183876362	0.74610981602	0.0367738	51203
156.402240992	169.2	0.000821437	8.49013	0.742010754515	0.78893383898	0.0265009	53741
135.997546338	192.692307692	0.00230628	8.48889	0.73326894915	0.768485599185	-0.104537	56246
135.035072764	197.230769231	0.00162031	8.48777	0.744487897626	0.779905353742	0.00165588	58810
170.969827765	171.066666667	0.00184013	8.48679	0.732570252799	0.778483761725	-0.00120345	61376
130.264926984	162.375	0.00154636	8.48606	0.788264675452	0.82284208337	0.0301995	63974
168.409412297	185.266666667	0.0012749	8.48521	0.768843000223	0.804494642791	-0.0457909	66753
163.554610066	210.25	0.000889659	8.48425	0.790946172958	0.824435518991	-0.0421901	69276
223.754673458	216.416666667	0.00368214	8.48306	0.748159864019	0.792696947142	0.0112327	71873
165.811784343	231.090909091	0.00424477	8.48197	0.80867078591	0.838020933211	-0.000942357	74415
172.140759398	167.333333333	0.00135538	8.48164	0.823281362265	0.864996443276	0.0587693	76925
235.830237343	236.454545455	0.00182256	8.48125	0.790718205909	0.82482839321	-0.0176687	79526
254.047988649	214.5	0.00114671	8.48067	0.754498255745	0.796500633127	-0.0421625	82100
233.792686204	241.5	0.00105957	8.48028	0.796598669481	0.827031376642	0.0250755	84998
153.182033141	197.153846154	0.00114342	8.47987	0.851968438275	0.872386403524	-0.00976869	87561
150.019267899	179.357142857	0.00120079	8.47962	0.82199287139	0.852163661516	0.0277772	90072
192.436270727	190.5	0.00131017	8.47952	0.8815086536	0.903560692508	0.0269134	92739
213.109393272	203.384615385	0.0017256	8.47941	0.84622401766	0.869493422862	-0.000591636	95383
187.649091963	176.4	0.00261863	8.47962	0.860976840429	0.889150031945	0.0572268	98029
193.318004869	171.266666667	0.00205464	8.4796	0.860538688956	0.883793907147	-0.0424039	100598
177.131731955	171.333333333	0.00231335	8.47959	0.872745758333	0.892389302807	-0.000559777	103168
265.027835173	234.909090909	0.00126277	8.47927	0.855743326936	0.87887306367	-0.0631422	105752
164.904437583	214.25	0.00151378	8.47932	0.873503751721	0.894965917891	0.068716	108323
165.352334798	202.692307692	0.000774951	8.47898	0.919778101771	0.933530423164	-0.071396	110958
194.660477117	227.818181818	0.00174852	8.47829	0.849988174872	0.876311752818	-0.0207495	113464
145.025913464	177.2	0.000515796	8.47746	0.89061259686	0.910134901948	-0.0288183	116122
257.314284947	203.076923077	0.00129003	8.47559	0.833167123091	0.882185175411	-0.0626712	118762
218.062949248	173.8	0.000216168	8.47423	0.807902972574	0.836987518244	0.0251265	121369
177.570220317	192.923076923	0.00422229	8.47362	0.916933240407	0.936710684264	0.0706511	123877
131.791330985	187.5	0.00111092	8.47332	0.884656470715	0.909168493832	0.00726576	126502
118.117452868	173.066666667	0.00127571	8.47336	0.904937920299	0.918870887131	0.0263983	129098
194.432647114	211.583333333	0.00483609	8.47358	0.858001996696	0.879256984563	0.0168129	131637
202.110266187	168.0	0.0021242	8.47373	0.902050472138	0.923795181286	0.000437081	134157
172.559272919	229.818181818	0.00296406	8.47411	0.879720081099	0.897527667937	0.0296152	136685
182.414460768	196.285714286	0.00351906	8.47467	0.916564689158	0.933399428131	0.0223253	139433
