EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	TimestepsSoFar
-1322.4621984	200.0	0.000197734	1.41944	0.0	0.296027048172	2600
-1272.2769105	200.0	0.000407201	1.41958	0.249274847213	0.261828552872	5200
-1183.80620034	200.0	0.0011855	1.4202	0.402314786247	0.4162029184	7800
-1280.95792036	200.0	0.000929969	1.42023	0.382113140235	0.386426867222	10400
-1300.63556929	200.0	0.00065022	1.42033	0.229611563987	0.239946904483	13000
-1129.78694843	200.0	0.00422203	1.41976	0.221941361419	0.244316184287	15600
-1165.56469551	200.0	0.00210773	1.41975	0.301314568248	0.307767872401	18200
-1320.45734402	200.0	0.00177563	1.42009	0.436493511139	0.463762034536	20800
-1237.99580966	200.0	0.000537171	1.42026	0.224708136893	0.297226414371	23400
-1175.91913664	200.0	0.0005647	1.42008	0.385029552522	0.395450962901	26000
-1276.19719333	200.0	0.00135837	1.41897	0.386138393172	0.403080243357	28600
-1158.27781411	200.0	0.00312725	1.41931	0.251372169206	0.297211297513	31200
-1229.68908676	200.0	0.00109291	1.41983	0.283608678748	0.385177923348	33800
-1117.58363306	200.0	0.00142693	1.4205	0.30991424778	0.330350022473	36400
-1148.01261167	200.0	0.00322483	1.42098	0.253944822796	0.28343760263	39000
-1184.03017753	200.0	0.00263141	1.4213	0.364967169421	0.403194357478	41600
-1146.75401193	200.0	0.00546193	1.42187	0.322828796783	0.331781838085	44200
-1333.71291723	200.0	0.00109077	1.42239	0.259639248394	0.281579203326	46800
-1247.25592578	200.0	0.000264908	1.423	0.318240253925	0.321392612019	49400
-1296.73997581	200.0	3.17134e-05	1.42381	0.22934930735	0.264679678684	52000
-1299.98536687	200.0	6.53528e-05	1.42573	0.220652172253	0.225141466848	54600
-1243.68600889	200.0	0.000287821	1.42937	0.141837986907	0.166697601486	57200
-1261.60397331	200.0	0.00117402	1.43554	0.140844674565	0.143329272827	59800
-1301.79163862	200.0	0.00056684	1.44064	0.235054275905	0.255715980544	62400
-1186.59107774	200.0	0.00275666	1.44837	0.150479119155	0.177157712218	65000
-1305.32261597	200.0	0.00852396	1.45601	0.270127114196	0.307578671538	67600
-1199.89890473	200.0	0.00657386	1.46226	0.0219002120127	0.158433883397	70200
-1276.95284431	200.0	0.00967393	1.46533	0.256087129019	0.267848546535	72800
-1216.10949722	200.0	0.00222066	1.46721	0.229926022467	0.269524342808	75400
-1288.62015165	200.0	0.000492555	1.46831	0.104358778312	0.129956324929	78000
-1284.50774461	200.0	0.000987846	1.469	0.166410812761	0.228337499401	80600
-1188.1769125	200.0	0.0102532	1.47097	0.179218855742	0.188682468792	83200
-1123.42102455	200.0	0.0136213	1.47293	0.399720436628	0.455390029855	85800
-1072.91654058	200.0	0.00125924	1.47493	0.0888311580898	0.211489494957	88400
-1190.75976827	200.0	0.00060311	1.47612	0.275064649469	0.302624563836	91000
-1178.36847034	200.0	0.00129266	1.47727	0.350868919945	0.362974452685	93600
-1059.05572351	200.0	0.00251496	1.47741	0.417052855387	0.439675239728	96200
-1059.65099015	200.0	0.00403156	1.47731	0.396684293069	0.400032563432	98800
-1126.56955802	200.0	0.000502015	1.47735	0.52900270372	0.576835752875	101400
-1143.31762857	200.0	0.00227957	1.47554	0.503666411149	0.516917116449	104000
-1134.06634764	200.0	0.00146696	1.47493	0.482961034878	0.495850968983	106600
-1003.07640045	200.0	0.000109136	1.47412	0.401155897996	0.437045193998	109200
-1020.51641822	200.0	0.00111773	1.47394	0.382624117935	0.400632560936	111800
-1080.16639423	200.0	0.000616684	1.473	0.503466907954	0.526754900707	114400
-1001.64550335	200.0	0.00509982	1.47337	0.402027056142	0.412762037153	117000
-1138.85887036	200.0	0.00104198	1.47616	0.604543012628	0.613926006268	119600
-1107.92852068	200.0	0.0159232	1.48004	0.49495015476	0.512415026483	122200
-1029.12082211	200.0	0.00229241	1.48217	0.538195408189	0.570876463496	124800
-1099.53351765	200.0	0.00215683	1.48295	0.645203819393	0.652765827399	127400
-1049.65006511	200.0	0.00116346	1.48337	0.380716891572	0.413997346893	130000
-974.56093292	200.0	0.000467338	1.48341	0.357850244006	0.373561667027	132600
-995.521026221	200.0	0.000660844	1.48308	0.396518308898	0.403513784945	135200
-981.060586849	200.0	0.00470701	1.48278	0.413279546819	0.421113146529	137800
-1082.3576724	200.0	0.00624769	1.48496	0.604766885178	0.628036972641	140400
-1012.35067305	200.0	0.00441455	1.4867	0.583391195397	0.602920235781	143000
-983.69008152	200.0	0.00164017	1.48742	0.544768581812	0.548017143616	145600
-991.782177673	200.0	0.00366298	1.48744	0.502028999522	0.509251986003	148200
-1036.027685	200.0	0.00514454	1.48735	0.512379648034	0.523047179605	150800
-1088.91647172	200.0	0.000323914	1.48708	0.343892654293	0.384383325316	153400
-1086.28295636	200.0	0.00579235	1.48766	0.324986225293	0.355310449728	156000
-963.786388593	200.0	0.00487744	1.48812	0.249594628467	0.264116957975	158600
-1111.25960214	200.0	0.0022443	1.48815	0.588001107331	0.621653963528	161200
-976.907618351	200.0	0.00111141	1.48848	0.590863379611	0.628499720396	163800
-1016.45777098	200.0	0.000704769	1.48864	0.531398756773	0.545520207461	166400
-1096.63348261	200.0	0.000734982	1.48846	0.67644633415	0.679825537034	169000
-958.994314841	200.0	0.00176095	1.48872	0.415744610631	0.433897316638	171600
-982.82552507	200.0	0.00308735	1.4891	0.633828549384	0.649768002511	174200
-1032.78181649	200.0	0.00274162	1.48993	0.603054978918	0.618761044012	176800
-1045.9052283	200.0	0.000817782	1.49038	0.458058810574	0.493686984287	179400
-973.494018388	200.0	0.000444409	1.49074	0.49398806851	0.498119374654	182000
-1036.78447231	200.0	0.0022704	1.49056	0.463885536257	0.468441197176	184600
-989.74037161	200.0	0.00294403	1.49144	0.441262612598	0.443666258502	187200
-948.730649973	200.0	0.00206563	1.4935	0.473692783013	0.50154096026	189800
-948.375620909	200.0	0.00482924	1.49641	0.471050047782	0.48711446023	192400
-932.993353304	200.0	0.00321842	1.49792	0.486151199884	0.508176589203	195000
-997.842352784	200.0	0.00249158	1.50037	0.581463806782	0.590973253959	197600
-1014.52729814	200.0	0.00116973	1.50352	0.514525536083	0.520337698546	200200
-928.124986741	200.0	0.00810502	1.50563	0.317039961533	0.329079435388	202800
-916.136188	200.0	0.00282655	1.507	0.45539793859	0.469809374765	205400
-983.048787585	200.0	0.00244977	1.50767	0.55034746059	0.556721527915	208000
-953.491217275	200.0	0.000423963	1.50834	0.491591895742	0.494524278478	210600
-974.662517563	200.0	0.00185257	1.51024	0.577208148251	0.607476796627	213200
-1013.38717059	200.0	0.00141118	1.51087	0.708536556319	0.709367114654	215800
-927.129699255	200.0	0.00781475	1.51072	0.51535827725	0.535727099473	218400
-1017.58227109	200.0	0.0049737	1.51083	0.677894113943	0.693533779158	221000
-949.793846881	200.0	0.00164901	1.51066	0.345064977096	0.432909661246	223600
-1011.79980818	200.0	0.00034893	1.50987	0.336104090063	0.353428597719	226200
-1028.00041881	200.0	0.000192622	1.50904	0.271437041216	0.277720175409	228800
-998.925983634	200.0	0.000311259	1.50797	0.317637298669	0.321279454191	231400
-1054.55609671	200.0	0.0188247	1.50332	0.375633339668	0.380527258888	234000
-889.740393504	200.0	0.00593262	1.49821	0.405670405514	0.483583341233	236600
-946.722152468	200.0	0.0013852	1.4949	0.530847194603	0.5746152398	239200
-909.324702049	200.0	0.000624718	1.49149	0.551473830474	0.555072990614	241800
-890.029721591	200.0	0.000516305	1.4862	0.517568581464	0.53553578758	244400
-898.256519905	200.0	0.00851416	1.47909	0.489442305239	0.498517713595	247000
-901.830309666	200.0	0.00259352	1.47557	0.594122669925	0.600073381392	249600
-900.717235489	200.0	0.00441745	1.47246	0.430582506814	0.469286059791	252200
-999.682105336	200.0	0.0017902	1.47102	0.604474615821	0.616807862137	254800
-961.275138484	200.0	0.00176805	1.46992	0.24745726976	0.386818341545	257400
-965.677257942	200.0	0.0011964	1.46908	0.362517646631	0.370009463091	260000
-1010.90638617	200.0	0.00122167	1.4688	0.298762635692	0.318621330163	262600
-930.816743565	200.0	0.00263087	1.46863	0.407763124433	0.436917996173	265200
-942.508206676	200.0	0.00950302	1.46817	0.463872751171	0.494170571929	267800
-991.080751878	200.0	0.0026279	1.46731	0.636362549566	0.670261157097	270400
-946.70197428	200.0	0.00119334	1.46669	0.583571838519	0.590156279493	273000
-982.636624819	200.0	0.00014383	1.46581	0.526535871288	0.531331947311	275600
-1045.03186957	200.0	0.00244429	1.46454	0.680037711913	0.686495215054	278200
-947.185372689	200.0	0.0046756	1.46406	0.504130681625	0.529541297263	280800
-856.471935769	200.0	0.00132795	1.46336	0.524904865707	0.541779625082	283400
-855.005877938	200.0	0.00129894	1.46244	0.412982158048	0.448083641264	286000
-920.777220732	200.0	8.59525e-05	1.46222	0.359631795247	0.383306348456	288600
-911.642554973	200.0	0.000139763	1.46202	0.41117788778	0.414418667943	291200
-923.335638254	200.0	0.0025657	1.461	0.413955237792	0.418427738916	293800
-844.527449131	200.0	0.00264709	1.4614	0.50640655569	0.529016668911	296400
-853.415594048	200.0	0.000191754	1.46179	0.38827121478	0.396273172901	299000
-872.787682862	200.0	0.00635955	1.46052	0.297777073437	0.306655564385	301600
-850.770372807	200.0	0.000152978	1.46069	0.479500639932	0.50899775352	304200
-955.298348593	200.0	0.000144692	1.46093	0.709383145887	0.71366859242	306800
-830.030852911	200.0	0.0196112	1.45886	0.381681134297	0.396801579735	309400
-850.915636267	200.0	0.00241087	1.45675	0.185902250809	0.286164015812	312000
-963.911864765	200.0	0.0052946	1.45291	0.234142294697	0.269917400278	314600
-893.017861691	200.0	0.0105923	1.44963	0.266311895237	0.271726629985	317200
-882.980733981	200.0	0.0110305	1.44756	0.473554336251	0.493074892025	319800
-904.750777223	200.0	0.0033251	1.4463	0.515864087378	0.53665923883	322400
-914.679565636	200.0	0.000103527	1.44553	0.427261863166	0.43405319341	325000
-960.933182822	200.0	0.00269634	1.44367	0.457411287389	0.459617038037	327600
-898.798561519	200.0	0.00624023	1.43985	0.597466900132	0.607017414282	330200
-861.085678412	200.0	0.00727845	1.43774	0.633906190448	0.636782484876	332800
-855.26591012	200.0	0.00141524	1.4365	0.506840537366	0.522330288531	335400
-894.432106599	200.0	0.000294336	1.43544	0.190648274772	0.256174504253	338000
-846.615290226	200.0	0.00077762	1.43362	0.311768372815	0.325403265003	340600
-916.10784379	200.0	0.00286858	1.43151	0.354451823495	0.35944429137	343200
-863.356170303	200.0	0.0171612	1.4289	0.369568682178	0.382843578119	345800
-797.679736757	200.0	0.00535629	1.42662	0.392805621892	0.440836519323	348400
-830.771778537	200.0	0.00139643	1.42485	0.555450702131	0.582718415279	351000
-911.656319473	200.0	0.000275707	1.42294	0.561446322493	0.600016451666	353600
-897.528747493	200.0	0.000682575	1.42045	0.527391491509	0.537085480924	356200
-926.897485863	200.0	0.00167829	1.41667	0.64224675087	0.654262500518	358800
-849.914477564	200.0	0.0084798	1.41277	0.566640272658	0.575919731279	361400
-826.576922656	200.0	0.00368951	1.41002	0.567544437197	0.591334160592	364000
-805.746514165	200.0	0.00257152	1.40747	0.452901485656	0.478191242619	366600
-877.894932078	200.0	0.000487134	1.40557	0.293566868058	0.329507718942	369200
-861.548628408	200.0	0.000405487	1.40224	0.416263612215	0.43582692385	371800
-845.232454652	200.0	0.00184091	1.39778	0.469008947297	0.53169946516	374400
-824.136104489	200.0	0.0157509	1.393	0.460585342637	0.462344712022	377000
-754.535577535	200.0	0.00246414	1.39099	0.501659704729	0.526432193351	379600
-844.443825816	200.0	0.00184291	1.38886	0.643608687148	0.652449002953	382200
-834.97549645	200.0	0.00142334	1.38661	0.649542190838	0.658329583072	384800
-787.010692171	200.0	0.00234464	1.38464	0.46890659456	0.488873405507	387400
-770.409218751	200.0	0.000730284	1.38321	0.539435094578	0.546481805757	390000
-796.789367782	200.0	0.00769113	1.38119	0.303078780484	0.332650146784	392600
-786.510707816	200.0	0.00142278	1.38108	0.500852412125	0.554889098939	395200
-768.964364215	200.0	0.000588569	1.38138	0.547008356605	0.550520985388	397800
-768.829860788	200.0	0.00230357	1.38139	0.518354410456	0.519195309337	400400
-780.13173819	200.0	0.00883118	1.3818	0.623247962434	0.625725060639	403000
-753.529501397	200.0	0.00211307	1.38135	0.442238830015	0.466560201689	405600
-742.836200314	200.0	0.00198729	1.37993	0.344367093996	0.358717248994	408200
-817.749869528	200.0	0.00452199	1.37909	0.580961651233	0.60670695802	410800
-808.162767485	200.0	0.00328603	1.37844	0.70793159468	0.719492396477	413400
-680.415195855	200.0	0.00448832	1.37713	0.519769364266	0.544574207191	416000
-738.059715289	200.0	0.000999771	1.37633	0.648394809056	0.671970012359	418600
-719.393961932	200.0	0.00204774	1.37504	0.599823643276	0.603387464575	421200
-732.440064626	200.0	0.0025068	1.37345	0.674607094606	0.683061670585	423800
-703.216977589	200.0	0.00241208	1.37156	0.636570369585	0.638562881774	426400
-699.729546627	200.0	0.00306767	1.36935	0.653253509046	0.676044829836	429000
-701.404680288	200.0	0.000961381	1.36672	0.387194550918	0.438273032844	431600
-651.57201639	200.0	0.00181	1.36336	0.58997308774	0.611340728526	434200
-638.21163225	200.0	0.00150145	1.35956	0.612687888585	0.617414895065	436800
-738.864180729	200.0	0.00216877	1.35479	0.623114849511	0.657145640752	439400
-651.062496923	200.0	0.00689574	1.34964	0.599891625055	0.601851979184	442000
-623.159516627	200.0	0.00587445	1.34597	0.56293367564	0.586690907431	444600
-616.512466101	200.0	0.00220933	1.34357	0.615569284935	0.625539575055	447200
-621.759485979	200.0	0.001184	1.34088	0.63250494548	0.646021627319	449800
-628.291813799	200.0	0.000693334	1.33824	0.666880014726	0.685865976364	452400
-720.97769606	200.0	0.00263695	1.33406	0.791476021554	0.801971144972	455000
-641.032679054	200.0	0.001343	1.32997	0.509071769977	0.552949460199	457600
-622.33060528	200.0	0.00236187	1.32666	0.606576587304	0.607553384063	460200
-637.451067145	200.0	0.00210869	1.32328	0.747213236954	0.774857093395	462800
-638.967516474	200.0	0.00219947	1.32009	0.780306779226	0.782963085723	465400
-572.722036921	200.0	0.00231156	1.31713	0.729736572902	0.731856083642	468000
-597.518829368	200.0	0.00433557	1.31392	0.783241185991	0.788620401715	470600
-531.558959284	200.0	0.00225039	1.31179	0.559275733089	0.58045295559	473200
-572.623109303	200.0	0.00271452	1.30968	0.606059373333	0.623250643898	475800
-484.316026728	200.0	0.00423211	1.30736	0.659910163958	0.677441577122	478400
-545.568023643	200.0	0.00127371	1.30599	0.651563197757	0.694141470115	481000
-478.086822672	200.0	0.00105554	1.3046	0.57878075805	0.609162334892	483600
-478.756737456	200.0	0.000344932	1.30332	0.542327372032	0.547252531845	486200
-576.717163672	200.0	0.000867319	1.30145	0.724831603789	0.739700002581	488800
-463.436682091	200.0	0.00110266	1.29886	0.614348434876	0.620148518941	491400
-587.225840321	200.0	0.00111707	1.29671	0.738103788937	0.7407481989	494000
-496.379712998	200.0	0.00751896	1.29413	0.518755758461	0.540463200294	496600
-532.766585059	200.0	0.00154946	1.29214	0.773015402874	0.834536607705	499200
-371.924036859	200.0	0.000871282	1.29003	0.657797677127	0.666436514272	501800
-471.099539205	200.0	0.00164841	1.28653	0.718170385876	0.732358556707	504400
-479.575719519	200.0	0.000959998	1.28288	0.718287858698	0.72075801287	507000
-439.967460378	200.0	0.00459336	1.27748	0.75164849056	0.75588404213	509600
-378.396721505	200.0	0.00159274	1.27444	0.733067936829	0.745911550401	512200
-375.123793887	200.0	0.00211174	1.2709	0.776411710139	0.782536083139	514800
-405.40539957	200.0	0.00199816	1.26772	0.691300241854	0.695419562046	517400
-402.455932754	200.0	0.00134806	1.26445	0.846773032019	0.850316323009	520000
-334.056431433	200.0	0.00892508	1.26144	0.746623547322	0.763508298449	522600
-322.717296202	200.0	0.0023555	1.25912	0.809286486195	0.819088362345	525200
-376.585302891	200.0	0.000737779	1.25656	0.760726892641	0.791640740057	527800
-360.495927465	200.0	0.0115493	1.2525	0.693551905184	0.701715041191	530400
-355.069707605	200.0	0.00559512	1.24987	0.831283177696	0.849127129823	533000
-334.087556327	200.0	0.00172534	1.24855	0.91866707655	0.920394854218	535600
-326.071832328	200.0	0.000851882	1.24715	0.740813671203	0.752787107687	538200
-432.279639018	200.0	0.00179291	1.24508	0.913884166703	0.94229272317	540800
-274.175453131	200.0	0.0078876	1.24266	0.872250470952	0.874466902448	543400
-274.102361717	200.0	0.00379212	1.2409	0.914102720423	0.92101925276	546000
-252.421862361	200.0	0.00137206	1.23929	0.896439114587	0.903856914511	548600
-377.827243733	200.0	0.000928371	1.23766	0.945751985994	0.950649081141	551200
-314.255002132	200.0	0.00139474	1.2352	0.89584080759	0.904148307476	553800
-231.827929303	200.0	0.00132329	1.23292	0.906027769463	0.910180949296	556400
-323.628602495	200.0	0.00145712	1.23104	0.923434796788	0.944621769315	559000
-258.689783303	200.0	0.000996197	1.22954	0.94797330875	0.955798212072	561600
-227.10664056	200.0	0.000992788	1.22733	0.93912207596	0.94650429948	564200
-132.892237971	200.0	0.00209966	1.22419	0.959318871855	0.960779539669	566800
-226.429939279	200.0	0.00177206	1.22035	0.971413044795	0.973236271007	569400
-244.279289225	200.0	0.00518833	1.21696	0.954467795791	0.960021361678	572000
-315.528035739	200.0	0.00118423	1.21442	0.88193960695	0.907384112699	574600
-233.053427459	200.0	0.000885771	1.21213	0.909133191001	0.94666124381	577200
-240.101331482	200.0	0.00328561	1.20845	0.665549724047	0.746480995413	579800
-223.657708504	200.0	0.00203715	1.20468	0.924402964848	0.961879649388	582400
-207.001666656	200.0	0.00162219	1.20175	0.95744819409	0.963965272413	585000
-165.966073029	200.0	0.00250342	1.19934	0.947379091053	0.956555907417	587600
-253.177595931	200.0	0.00589444	1.19756	0.912818720693	0.916316975266	590200
-297.374735937	200.0	0.00173415	1.19652	0.95565486124	0.967291652242	592800
-316.495985438	200.0	0.00268885	1.19583	0.96995465289	0.973988882895	595400
-235.284336759	200.0	0.00179719	1.19538	0.97467522694	0.979355003084	598000
-212.985610762	200.0	0.00536136	1.19464	0.942936259018	0.95064920198	600600
-334.66998894	200.0	0.00241029	1.19433	0.950305315639	0.959870009787	603200
-206.769632804	200.0	0.0016417	1.19374	0.934761025482	0.93795704448	605800
-389.909740687	200.0	0.00142159	1.19308	0.979368937628	0.987243970171	608400
-278.450806501	200.0	0.00195633	1.1923	0.970964947588	0.972161756962	611000
-228.685816174	200.0	0.000680476	1.19157	0.949766875888	0.95709984293	613600
-281.221059024	200.0	0.00776874	1.18996	0.958798918669	0.95947312039	616200
-212.526918623	200.0	0.00275092	1.18903	0.94091637934	0.942803666559	618800
-251.004283768	200.0	0.00307497	1.18801	0.959955388741	0.961470890182	621400
-262.743133777	200.0	0.00430702	1.187	0.95737679885	0.965132356428	624000
-205.820385001	200.0	0.00176729	1.18629	0.930140818627	0.932978621041	626600
-254.054649478	200.0	0.00121273	1.18579	0.940032582039	0.948159686227	629200
-196.713753156	200.0	9.42638e-05	1.18503	0.952988787907	0.955866809251	631800
-333.342666211	200.0	0.00115794	1.18382	0.947235488106	0.950598919998	634400
-283.942707721	200.0	0.00168893	1.18277	0.948965553864	0.950842236009	637000
-211.210046999	200.0	0.00924506	1.18165	0.924670349759	0.93436835637	639600
-270.321906078	200.0	0.00364204	1.18103	0.945388236876	0.95564978597	642200
-171.0673175	200.0	0.00312358	1.18039	0.954917395306	0.958119504131	644800
-223.065010657	200.0	0.00168971	1.17966	0.955660204583	0.961229461025	647400
-183.151015559	200.0	0.0025405	1.17897	0.938104393915	0.947863100697	650000
-231.991029083	200.0	0.00329328	1.17827	0.951847309194	0.959278514219	652600
-255.203231443	200.0	0.00209143	1.17758	0.957554668318	0.960308578153	655200
-211.358371904	200.0	0.00195702	1.17674	0.952566295571	0.955319443093	657800
-245.53758747	200.0	0.00132221	1.17591	0.95031248788	0.951843963166	660400
-290.923643238	200.0	0.0011149	1.17503	0.957708657285	0.959299309819	663000
-235.504078691	200.0	0.000774399	1.17422	0.955150302863	0.962668080498	665600
-212.853286414	200.0	0.00172784	1.17287	0.953055070421	0.957643402567	668200
-221.061366705	200.0	0.00220241	1.17171	0.953150899512	0.969437554572	670800
-195.001941205	200.0	0.00112893	1.17065	0.965226913187	0.973925417745	673400
-211.919000479	200.0	0.000806333	1.16967	0.921437008979	0.949591872398	676000
-265.842143263	200.0	0.0028065	1.16809	0.955388718323	0.963916977251	678600
-207.1183981	200.0	0.00165415	1.16749	0.947280105498	0.950341394719	681200
-246.086220905	200.0	0.00550871	1.1669	0.947803137832	0.951355897738	683800
-204.205971167	200.0	0.00212711	1.16645	0.968520214524	0.971846234551	686400
-183.657114304	200.0	0.00250277	1.16593	0.96528728016	0.966346270059	689000
-247.92718312	200.0	0.00343294	1.16542	0.947033957285	0.954047115481	691600
-202.669240978	200.0	0.00347892	1.16471	0.953376468374	0.958735454735	694200
-213.042463337	200.0	0.00358645	1.16402	0.96075315588	0.966065084101	696800
-184.969918088	200.0	0.000250833	1.16345	0.954747690355	0.955468608483	699400
-247.622714026	200.0	0.0026558	1.16277	0.973153961355	0.974379459527	702000
-214.767705254	200.0	0.00171005	1.16194	0.933812985103	0.94066066885	704600
-222.936413923	200.0	0.00421211	1.16133	0.919342483469	0.921633453076	707200
-212.950387593	200.0	0.00143771	1.16094	0.939378873482	0.950359256256	709800
-306.541272694	200.0	0.00134514	1.1603	0.7071212035	0.801460193474	712400
-335.303231772	200.0	0.00160084	1.15978	0.786629987342	0.798399141511	715000
-293.858673245	200.0	0.000801102	1.15932	0.641315798981	0.664747006459	717600
-332.332303554	200.0	0.00174013	1.15877	0.564635000389	0.686135819705	720200
-288.076551766	200.0	0.00112043	1.15833	0.886054506575	0.962324476179	722800
-250.504552329	200.0	0.00314776	1.15801	0.621231486259	0.715991818993	725400
-322.828055227	200.0	0.00561004	1.1578	0.697670302923	0.747448422178	728000
