EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	SurrogateLoss	TimestepsSoFar
-1180.95644812	200.0	0.000328475	1.41844	0.0057830067811	-0.0248138150448	-0.00111055	2600
-1201.74913235	200.0	0.000668885	1.41896	-0.0318745098471	-0.23303715702	0.0181105	5200
-1235.70572308	200.0	0.000474139	1.41913	-0.243006400388	-1.00746727149	-0.0104731	7800
-1266.60719185	200.0	0.00252951	1.4192	-1.14118847658	-1.55882530093	-0.00291494	10400
-1091.86116841	200.0	0.000418825	1.41869	-2.49072346253	-1.06099921586	-0.016486	13000
-1140.84445285	200.0	0.000277124	1.41824	-1.17103995481	-0.70703992155	0.00454316	15600
-1189.85911072	200.0	0.00137737	1.41668	-0.55088480297	-0.201947774403	-0.018724	18200
-1117.79496203	200.0	0.00193917	1.41436	-0.220731703387	0.200647184493	-0.0350965	20800
-1089.68966449	200.0	0.000950338	1.41193	0.181837779078	0.351081757476	-0.0113364	23400
-1364.32954546	200.0	0.00136652	1.4091	0.275138639941	0.371654001143	0.00697665	26000
-1146.34081545	200.0	0.000299477	1.40605	0.370208666449	0.390965195938	-0.0104786	28600
-1167.34419593	200.0	0.0045973	1.40055	0.471552673121	0.492259357051	-0.024909	31200
-1080.47072772	200.0	0.00109354	1.39726	0.486070748587	0.502232288619	0.000348311	33800
-1209.62315747	200.0	0.000632114	1.39542	0.401276368697	0.40931688145	0.0208672	36400
-1203.56426133	200.0	0.00102164	1.39261	0.509196698096	0.529479765265	-0.00471273	39000
-1201.6204462	200.0	0.000838964	1.39083	0.28057191049	0.317501795806	0.0106775	41600
-1216.97586087	200.0	0.00291068	1.38856	0.414830576755	0.426601473339	0.00144587	44200
-1188.36362146	200.0	0.000180898	1.3863	0.415071035674	0.425231363697	-0.001841	46800
-1202.33109377	200.0	0.00128757	1.38223	0.423131273873	0.438365090073	-0.00651812	49400
-1124.12311603	200.0	0.00457036	1.38112	0.454548771329	0.4707991113	0.0161896	52000
-1151.5068537	200.0	0.000638727	1.38303	0.374637500447	0.410386678947	0.0267408	54600
-1195.42750575	200.0	0.000661814	1.38499	0.417013492142	0.426097633452	-0.0045023	57200
-1141.37344686	200.0	0.00601515	1.38482	0.453776245339	0.523652222252	-0.0131287	59800
-1128.24702142	200.0	0.0193866	1.38715	0.455771528753	0.475674728065	0.0173894	62400
-1219.23062977	200.0	0.00756278	1.39035	0.528981894399	0.545080686977	0.0201171	65000
-1192.23748465	200.0	0.00101265	1.39246	0.452343266559	0.462501512637	0.00265894	67600
-1144.49721095	200.0	0.00282128	1.39434	0.394772545781	0.405599744537	-0.000604589	70200
-1105.0977141	200.0	0.00489665	1.39567	0.496998352651	0.502476728571	-0.00606324	72800
