21.8043478261	21.8043478261	0.00276416	0.689905	0.000596406539205	-0.0356717153732	1003
27.0810810811	27.0810810811	0.00185152	0.685656	-0.0174725967447	-0.0524688520025	2005
27.8918918919	27.8918918919	0.00185785	0.677137	-0.0666434469441	-0.112381526128	3037
30.3636363636	30.3636363636	0.00201279	0.663478	-0.0703720424966	-0.035953427972	4039
34.8275862069	34.8275862069	0.00148661	0.660168	-0.00764358810351	0.0668571729813	5049
35.3793103448	35.3793103448	0.00141293	0.648461	0.019574285397	0.0687518924252	6075
38.8461538462	38.8461538462	0.00122804	0.638368	0.0391805940495	0.0656523549565	7085
41.84	41.84	0.00108462	0.63044	0.0452176629546	0.0960917985007	8131
46.7272727273	46.7272727273	0.00097227	0.618626	0.0686516021396	0.145501898963	9159
43.9130434783	43.9130434783	0.000779965	0.617185	0.126579800403	0.239903374774	10169
67.3333333333	67.3333333333	0.000692512	0.611472	0.161154801448	0.287435256834	11179
58.1666666667	58.1666666667	0.000596445	0.600575	0.320280853847	0.412613473028	12226
56.3888888889	56.3888888889	0.000551443	0.593441	0.431070804691	0.51186593424	13241
59.9411764706	59.9411764706	0.000528837	0.587232	0.496330988535	0.544461377277	14260
62.6875	62.6875	0.000510348	0.583099	0.368695211537	0.460597725121	15263
70.4	70.4	0.000394638	0.574458	0.520633196019	0.543643744156	16319
63.0625	63.0625	0.000550759	0.564442	0.516676137264	0.573431424177	17328
73.2142857143	73.2142857143	0.000403381	0.556267	0.308974308261	0.357680207016	18353
77.8461538462	77.8461538462	0.000552888	0.554304	0.478279036839	0.564651484511	19365
77.0	77.0	0.000749618	0.55476	0.525994336104	0.562815706699	20443
78.0	78.0	0.000815664	0.550931	0.483904758689	0.513192081927	21535
80.0	80.0	0.00123076	0.545592	0.461674772742	0.518670951025	22575
72.2	72.2	0.00107604	0.539552	0.595453600369	0.69142979561	23658
111.555555556	111.555555556	0.00158853	0.541704	0.628913660263	0.733046848927	24662
129.125	129.125	0.00132505	0.537118	0.490689019717	0.561229152592	25695
126.5	126.5	0.00297879	0.536426	0.511821565002	0.605864260552	26707
172.166666667	172.166666667	0.00620323	0.535802	0.746863059644	0.846374592776	27740
158.285714286	158.285714286	0.00278206	0.537138	0.732376060904	0.756901080071	28848
135.75	135.75	0.0023024	0.527293	0.732017194183	0.789038319144	29934
172.166666667	172.166666667	0.00187255	0.539096	0.474567380476	0.638684143858	30967
152.142857143	152.142857143	0.000314647	0.526679	0.284888970622	0.42989510635	32032
139.125	139.125	0.000483344	0.538293	0.462199068513	0.639367152082	33145
150.142857143	150.142857143	0.000253641	0.528153	0.45765604098	0.538920361256	34196
168.666666667	168.666666667	0.000252024	0.524759	0.577485586405	0.609833573494	35208
149.0	149.0	0.000482764	0.517347	0.545147786712	0.590524050794	36400
157.714285714	157.714285714	0.000194181	0.524492	0.343418126698	0.397535217099	37504
146.142857143	146.142857143	0.000159847	0.506099	0.424147728395	0.504195332404	38527
177.666666667	177.666666667	0.000170798	0.517167	0.38427634463	0.462395943432	39593
183.0	183.0	0.000143246	0.51644	0.398552796437	0.481833920042	40691
193.833333333	193.833333333	0.000407115	0.517658	0.539900439055	0.572168341695	41854
196.5	196.5	0.000124361	0.49626	0.506102555397	0.522451822629	43033
196.5	196.5	0.000154931	0.495309	0.515345079226	0.533789170517	44212
200.0	200.0	0.000256848	0.495548	0.543645007951	0.61449982982	45412
198.666666667	198.666666667	0.000673123	0.489246	0.416131940704	0.447581947366	46604
200.0	200.0	0.000664688	0.494832	0.327835069763	0.411251433224	47804
200.0	200.0	0.000706503	0.48687	0.577866439501	0.681264398315	49004
